100,9842.666667
2430,10451.333333
4760,10168.666667
7090,10242.000000
9420,10138.000000
11750,10652.000000
14080,16466.000000
16410,9749.333333
18740,10342.000000
21070,10268.000000
23400,9646.666667
25730,10251.333333
28060,9638.666667
30390,9834.666667
32720,10530.666667
35050,9942.000000
37380,9626.666667
39710,9928.666667
42040,10793.333333
44370,10386.000000
46700,9876.000000
49030,11282.666667
51360,10096.000000
53690,10300.666667
56020,10368.000000
58350,9926.666667
60680,15959.333333
63010,10391.333333
65340,9963.333333
67670,10438.666667
70000,9677.333333
72330,10246.000000
74660,9674.000000
76990,9662.666667
79320,10156.666667
81650,10597.333333
83980,9750.000000
86310,10566.666667
88640,9991.333333
90970,9631.333333
93300,9923.333333
95630,10216.000000
97960,9604.000000
