1000,267352.000000
4330,50412.000000
7660,64158.000000
10990,46640.000000
14320,32868.000000
17650,31666.000000
20980,29756.000000
24310,37260.000000
27640,32194.000000
30970,32092.000000
34300,30348.000000
37630,31442.000000
40960,33578.000000
44290,31324.000000
47620,31004.000000
50950,29956.000000
54280,31406.000000
57610,33366.000000
60940,31098.000000
64270,31790.000000
67600,30112.000000
70930,29896.000000
74260,39272.000000
77590,30914.000000
80920,29956.000000
84250,30288.000000
87580,32120.000000
90910,38710.000000
94240,31016.000000
97570,31394.000000
