100,426.000000
3430,406.000000
6760,432.000000
10090,530.000000
13420,646.000000
16750,554.000000
20080,508.000000
23410,286.000000
26740,252.000000
30070,260.000000
33400,270.000000
36730,278.000000
40060,272.000000
43390,200.000000
46720,224.000000
50050,224.000000
53380,236.000000
56710,232.000000
60040,266.000000
63370,210.000000
66700,238.000000
70030,280.000000
73360,226.000000
76690,294.000000
80020,296.000000
83350,342.000000
86680,320.000000
90010,276.000000
93340,306.000000
96670,324.000000
